1900,8.5015833179156
1901,8.54191672801971
1902,8.30441655715307
1903,8.22016656398773
1904,8.09091666340828
1905,8.22516677776972
1906,8.37908335526784
1907,7.947166711092
1908,8.18608331680298
1909,8.17825005451838
1910,8.22299993038177
1911,8.17699991663297
1912,8.16541665792465
1913,8.29774997631709
1914,8.59049993753433
1915,8.59316670894623
1916,8.22525008519491
1917,8.02333323160807
1918,8.13083322842916
1919,8.38225001096725
1920,8.35874992609024
1921,8.57099997997284
1922,8.40799997250239
1923,8.42216672499975
1924,8.50683331489563
1925,8.5344166358312
1926,8.72883329788844
1927,8.52208336194356
1928,8.63216670354207
1929,8.24241669972738
1930,8.63358328739802
1931,8.71925004323324
1932,8.70525008440018
1933,8.33824998140335
1934,8.62833329041799
1935,8.51574997107188
1936,8.5539999405543
1937,8.69833332300186
1938,8.86366683244705
1939,8.76033349831899
1940,8.76466661691666
1941,8.76866666475932
1942,8.72841670115789
1943,8.75508324305216
1944,8.84499996900558
1945,8.58483334382375
1946,8.67691669861476
1947,8.79708329836527
1948,8.74674981832504
1949,8.58674999078115
1950,8.36525003115336
1951,8.62566667795181
1952,8.6382500131925
1953,8.87375007073084
1954,8.56066656112671
1955,8.62625002861023
1956,8.27958335479101
1957,8.73249995708466
1958,8.77375008662542
1959,8.73266665140788
1960,8.58375000953674
1961,8.79766658941905
1962,8.74591674407323
1963,8.85599998633067
1964,8.40966657797495
1965,8.52741662661234
1966,8.59933334589005
1967,8.70008339484533
1968,8.51633334159851
1969,8.59508348504702
1970,8.70091662804286
1971,8.599249958992
1972,8.49958328406016
1973,8.94825013478597
1974,8.46749995152156
1975,8.74483329057693
1976,8.34725000460943
1977,8.85025010506312
1978,8.69274997711182
1979,8.73341675599416
1980,8.98033338785172
1981,9.16583329439163
1982,8.63916661341985
1983,9.02816657225291
1984,8.69183337688446
1985,8.65799999237061
1986,8.83358345429103
1987,8.99441663424174
1988,9.20158338546753
1989,8.92199999094009
1990,9.23416668176651
1991,9.17941671609879
1992,8.83658323685328
1993,8.86658334732056
1994,9.03874995311101
1995,9.34708325068156
1996,9.03891654809316
1997,9.20258329312007
1998,9.52266667286555
1999,9.28508327404658
2000,9.20116660992304
2001,9.41458334525426
2002,9.57041668891907
2003,9.52558334668477
2004,9.32458333174388
2005,9.70091660817464
2006,9.53249996900558
2007,9.73216660817464
2008,9.43175005912781
2009,9.5052499572436
2010,9.70308327674866
2011,9.51600003242493
2012,9.50733337799708
2013,10.3193332884047
