1900,Canada,-5.01875007152557
1901,Canada,-5.05224985877673
1902,Canada,-5.1709166765213
1903,Canada,-5.30258344610532
1904,Canada,-5.90508337815603
1905,Canada,-5.10641672213872
1906,Canada,-5.04941652218501
1907,Canada,-6.5630834599336
1908,Canada,-5.24141665299733
1909,Canada,-5.9078333179156
1910,Canada,-5.07841673493385
1911,Canada,-5.53683339556058
1912,Canada,-5.2330833474795
1913,Canada,-5.77466649810473
1914,Canada,-5.77816661198934
1915,Canada,-4.17316659291585
1916,Canada,-5.47016658385595
1917,Canada,-6.3695832490921
1918,Canada,-5.95074994070455
1919,Canada,-5.36958322922389
1920,Canada,-4.91058311859767
1921,Canada,-4.75041655699412
1922,Canada,-5.7260000705719
1923,Canada,-5.27691662559907
1924,Canada,-4.86016656955083
1925,Canada,-5.26416685183843
1926,Canada,-4.97508338093758
1927,Canada,-5.35958318909009
1928,Canada,-4.28641668955485
1929,Canada,-5.46158327658971
1930,Canada,-4.3614999850591
1931,Canada,-3.64891668160756
1932,Canada,-5.17250003417333
1933,Canada,-6.11616667111715
1934,Canada,-5.20716659228007
1935,Canada,-5.55724985400836
1936,Canada,-5.9719166457653
1937,Canada,-4.54583351810773
1938,Canada,-4.02533330457906
1939,Canada,-4.9181666970253
1940,Canada,-3.97874990105629
1941,Canada,-4.41733342409134
1942,Canada,-4.30283345406254
1943,Canada,-4.57608322612941
1944,Canada,-3.85033311943213
1945,Canada,-5.003666639328
1946,Canada,-5.04933325449626
1947,Canada,-4.40291665494442
1948,Canada,-4.88800005118052
1949,Canada,-4.94858348369598
1950,Canada,-5.95291662216187
1951,Canada,-5.3931666413943
1952,Canada,-3.98466654618581
1953,Canada,-3.95766664544741
1954,Canada,-4.72616656621297
1955,Canada,-4.94500000526508
1956,Canada,-5.61775011817614
1957,Canada,-5.00791642069817
1958,Canada,-4.26224986712138
1959,Canada,-5.22800016403198
1960,Canada,-4.40683347980181
1961,Canada,-5.06816657384237
1962,Canada,-4.87383327881495
1963,Canada,-4.61208333323399
1964,Canada,-5.45699999729792
1965,Canada,-5.51666667064031
1966,Canada,-5.14133338133494
1967,Canada,-5.28208326299985
1968,Canada,-4.64574998865525
1969,Canada,-4.5023331741492
1970,Canada,-5.10316664973895
1971,Canada,-4.86958325405916
1972,Canada,-6.80291640758514
1973,Canada,-4.1795001377662
1974,Canada,-5.64108328024546
1975,Canada,-4.94566665093104
1976,Canada,-4.79041681687037
1977,Canada,-3.84074998398622
1978,Canada,-5.30049993594487
1979,Canada,-5.00574990113576
1980,Canada,-4.41691664854686
1981,Canada,-2.86724999547005
1982,Canada,-5.87516643603643
1983,Canada,-4.75175017366807
1984,Canada,-4.63424994548162
1985,Canada,-4.90116667747498
1986,Canada,-4.84391683340073
1987,Canada,-3.34333346287409
1988,Canada,-4.12516677379608
1989,Canada,-5.073333243529
1990,Canada,-5.0219166080157
1991,Canada,-4.42666667699814
1992,Canada,-4.9289167424043
1993,Canada,-4.40150012572606
1994,Canada,-4.43366665889819
1995,Canada,-4.31433324019114
1996,Canada,-4.94116670886676
1997,Canada,-4.23149972160657
1998,Canada,-2.55391681939363
1999,Canada,-3.18633357683818
2000,Canada,-4.02591653664907
2001,Canada,-3.1000834107399
